FPS,JANK,BigJANK,Max FrameTime(ms),CPU(%),CPU0(%),CPU1(%),CPU2(%),CPU3(%),CPU4(%),CPU5(%),CPU6(%),CPU7(%),CPU0(MHz),CPU1(MHz),CPU2(MHz),CPU3(MHz),CPU4(MHz),CPU5(MHz),CPU6(MHz),CPU7(MHz),CPU(°C),GPU(%),GPU(KHz),Battery(%),Battery(°C),Battery(mA),Battery(volt),bh3
42,0,0,41.25,40.03,53.68,40.63,37.50,37.76,29.47,26.00,38.24,58.59,1600,1600,1600,1600,2450,2450,2450,2550,94.90,5500,99.00,721,53,48.50,2103,3.796
49,0,0,41.25,44.40,53.76,43.62,46.46,41.24,30.21,27.27,46.94,66.33,1150,1150,1150,1150,1900,1900,1900,2100,91.70,6400,99.00,852,53,48.50,2103,3.796
53,0,0,57.77,38.58,48.48,27.96,28.57,29.29,36.27,25.77,48.04,61.62,2000,2000,2000,2000,2450,2450,2450,2850,91.00,5500,99.00,800,53,48.50,2103,3.796
47,0,0,74.27,34.89,44.57,28.72,23.71,24.47,28.13,26.26,42.16,61.86,1250,1250,1250,1250,1600,1600,1600,1800,91.20,6400,94.00,852,53,48.50,2059,3.805
47,0,0,24.79,43.08,52.69,44.00,36.46,40.40,37.37,30.69,42.27,62.00,1400,1400,1400,1400,2450,2450,2450,2850,93.10,5500,99.00,721,53,48.50,2059,3.805
62,0,0,24.82,39.97,47.19,31.52,30.93,32.98,31.58,28.13,49.51,65.63,1150,1150,1150,1150,1900,1900,1900,2100,91.20,6400,99.00,852,53,48.50,2059,3.805
43,0,0,33.01,29.09,40.63,28.42,20.00,19.35,24.24,17.71,33.33,48.00,900,900,900,900,2450,2450,2450,2850,91.00,5500,99.00,800,53,48.50,2051,3.805
50,0,0,33.01,37.15,43.62,26.60,23.47,28.00,35.71,32.67,41.41,66.34,1150,1150,1150,1150,1800,1800,1800,2000,91.60,6400,99.00,852,53,48.50,2051,3.807
62,0,0,24.77,46.36,45.98,30.00,29.17,27.66,44.76,35.71,59.18,92.93,2000,2000,2000,2000,2100,2100,2100,2300,92.00,6400,98.00,852,53,48.50,2051,3.807
59,1,0,66.02,38.95,47.31,34.04,27.96,33.67,30.85,25.53,49.49,64.95,1250,1250,1250,1250,2400,2400,2400,2650,90.90,5500,99.00,721,53,48.50,2099,3.807
64,0,0,57.75,46.70,56.12,41.84,38.14,34.74,37.37,32.67,55.00,74.26,1250,1250,1250,1250,2250,2250,2250,2650,94.90,5500,99.00,721,52,48.90,2099,3.803
53,1,0,57.76,41.34,54.84,44.09,38.04,42.11,21.28,18.56,50.00,61.86,2000,2000,2000,2000,2450,2450,2450,2650,91.20,5500,98.00,800,52,48.90,2099,3.803
40,0,0,33.01,40.03,57.45,56.00,50.52,48.48,14.29,5.10,42.42,47.96,2000,2000,2000,2000,2450,2450,2450,2850,91.20,5500,99.00,800,52,48.90,2003,3.803
34,0,0,41.26,40.91,59.38,53.00,50.52,51.00,22.33,10.58,37.25,43.69,1200,1200,1200,1200,2450,2450,2450,2850,91.30,6400,99.00,852,52,48.90,2003,3.803
57,0,0,24.79,51.93,57.45,47.37,42.27,40.00,41.49,42.31,61.00,83.67,1800,1800,1800,1800,1200,1200,1200,1400,89.00,5500,94.00,721,52,48.90,2003,3.81
53,1,1,123.77,50.92,55.56,43.88,39.18,37.89,45.36,34.07,57.73,93.88,1300,1300,1300,1300,1200,1200,1200,1400,87.40,5500,81.00,800,52,48.90,1680,3.81
59,0,0,41.26,47.89,48.42,39.00,32.00,28.42,42.71,38.14,64.58,89.00,1400,1400,1400,1400,1100,1100,1100,1300,89.90,6400,98.00,852,52,48.90,1680,3.81
58,0,0,49.51,43.50,49.44,40.63,31.18,34.69,37.50,33.33,51.04,69.79,1250,1250,1250,1250,2450,2450,2450,2850,90.40,6400,99.00,852,52,48.90,1680,3.81
39,0,0,33.01,34.81,47.19,38.54,36.36,35.11,24.74,23.00,31.31,43.88,1600,1600,1600,1600,2450,2450,2450,2850,90.70,6400,99.00,852,52,48.90,2051,3.804
39,0,0,49.50,33.92,48.00,34.00,25.00,27.55,26.32,23.00,36.27,50.51,1200,1200,1200,1200,2450,2450,2450,2850,90.60,5500,99.00,800,52,48.90,2051,3.804
53,0,0,33.00,38.46,49.47,34.41,31.25,28.89,34.69,25.77,43.43,59.60,1900,1900,1900,1900,2000,2000,2000,2200,91.30,6400,99.00,852,52,48.90,2051,3.804
53,0,0,57.76,40.88,54.74,47.37,41.24,39.18,22.92,15.31,48.48,59.38,2000,2000,2000,2000,2450,2450,2450,2850,91.60,5500,99.00,800,52,48.90,2051,3.801
66,0,0,66.00,51.65,61.86,57.89,55.56,56.12,24.49,19.39,61.00,73.53,1900,1900,1900,1900,2400,2400,2400,2650,95.70,5500,99.00,721,52,48.90,2051,3.801
51,0,0,57.77,44.94,57.14,43.30,44.23,37.23,37.00,32.35,45.36,63.64,1600,1600,1600,1600,2400,2400,2400,2550,95.30,5500,99.00,721,52,48.90,2051,3.801
50,0,0,49.50,40.94,52.81,40.43,35.87,39.80,30.85,28.87,41.24,56.70,1250,1250,1250,1250,2450,2450,2450,2850,93.70,5500,99.00,800,52,48.90,2025,3.808
59,1,1,82.51,43.62,56.44,41.58,36.46,34.74,34.38,28.13,49.50,67.35,2000,2000,2000,2000,2450,2450,2450,2750,95.50,5500,98.00,721,52,48.90,2025,3.808
57,1,1,90.76,48.90,58.33,42.11,39.36,47.06,36.84,34.34,51.02,82.83,1250,1250,1250,1250,1900,1900,1900,2100,91.90,6400,91.00,852,52,48.90,2025,3.808
56,0,0,24.79,42.49,50.53,36.46,31.58,32.29,33.33,31.68,50.49,69.61,1900,1900,1900,1900,2450,2450,2450,2850,94.50,5500,99.00,721,52,48.90,2148,3.802
59,0,0,24.87,38.69,51.02,33.67,28.43,26.53,32.00,27.27,49.04,62.00,1400,1400,1400,1400,2300,2300,2300,2400,92.90,5500,99.00,800,52,48.90,2148,3.802
63,0,0,24.76,42.95,51.04,34.07,35.79,30.53,34.38,29.90,51.55,73.47,1400,1400,1400,1400,2450,2450,2450,2550,91.70,5500,99.00,800,52,48.90,2148,3.802
70,0,0,41.26,40.84,48.96,35.92,29.59,26.32,35.64,29.59,51.52,71.58,1400,1400,1400,1400,2200,2200,2200,2850,94.40,5500,99.00,721,52,48.90,2066,3.8
62,0,0,24.76,42.36,53.76,46.94,40.00,39.18,22.92,16.33,52.00,67.68,1900,1900,1900,1900,2450,2450,2450,2850,95.30,5500,99.00,721,52,48.90,2066,3.8
71,0,0,49.52,45.71,52.08,41.18,32.65,32.29,34.02,33.98,58.25,81.63,1300,1300,1300,1300,1800,1800,1800,2000,91.90,6400,99.00,852,52,48.90,2066,3.8
67,1,1,90.77,43.84,48.91,40.38,34.34,30.93,35.64,30.30,52.53,77.78,1700,1700,1700,1700,2300,2300,2300,2450,94.40,5500,92.00,721,52,48.90,2096,3.795
66,0,0,24.77,39.01,50.53,29.67,27.96,26.80,31.96,25.26,52.00,62.89,1200,1200,1200,1200,2450,2450,2450,2850,94.00,5500,99.00,721,52,48.90,2096,3.795
58,0,0,74.27,40.23,51.00,38.78,33.00,31.63,30.93,28.71,47.06,64.36,1200,1200,1200,1200,2450,2450,2450,2650,92.00,5500,98.00,852,52,48.90,2096,3.795
66,0,0,24.76,41.89,48.35,39.22,29.90,29.90,34.69,29.59,53.92,70.30,1150,1150,1150,1150,2350,2350,2350,2550,94.30,5500,99.00,721,52,48.90,2059,3.795
67,1,0,57.75,46.68,50.00,40.82,32.22,35.16,43.75,38.78,54.64,74.51,2000,2000,2000,2000,2450,2450,2450,2450,93.80,5500,98.00,800,52,48.90,2059,3.793
65,0,0,17.17,44.63,58.00,41.24,37.11,37.11,32.29,30.61,48.48,69.70,1900,1900,1900,1900,2450,2450,2450,2650,95.70,5500,99.00,721,52,49.10,2059,3.793
41,0,0,66.01,37.37,49.44,38.30,37.76,36.73,29.41,24.24,32.29,50.00,1400,1400,1400,1400,2450,2450,2450,2750,92.70,6400,99.00,852,52,49.10,2081,3.793
39,0,0,33.02,37.82,51.04,40.63,34.02,37.11,28.42,27.00,34.00,51.00,1300,1300,1300,1300,2450,2450,2450,2850,94.50,5500,99.00,800,52,49.10,2081,3.805
41,0,0,33.01,36.26,48.94,42.27,40.63,33.33,20.20,13.13,36.36,56.44,1800,1800,1800,1800,2450,2450,2450,2750,94.50,5500,99.00,800,52,49.10,2081,3.805
45,0,0,49.51,48.23,60.00,57.58,55.56,56.12,16.33,11.00,51.49,77.78,1600,1600,1600,1600,2200,2200,2200,2400,91.40,6400,96.00,852,52,49.10,1951,3.805
55,0,0,41.25,50.77,63.27,59.18,57.89,56.70,20.00,15.31,57.00,78.43,1800,1800,1800,1800,2450,2450,2450,2850,93.90,5500,95.00,721,52,49.10,1951,3.805
63,0,0,24.79,49.68,61.00,47.31,40.66,44.33,31.63,33.33,58.25,78.64,1200,1200,1200,1200,2450,2450,2450,2750,94.40,5500,98.00,800,52,49.10,1951,3.797
47,0,0,74.27,41.59,57.43,41.05,37.76,37.11,32.00,26.53,42.57,56.00,2000,2000,2000,2000,2450,2450,2450,2850,93.70,6400,99.00,852,52,49.10,2099,3.797
49,0,0,24.88,40.42,52.17,36.96,37.11,36.56,32.99,28.71,42.86,57.29,1300,1300,1300,1300,2300,2300,2300,2550,91.30,6400,99.00,852,52,49.10,2099,3.797
45,0,0,33.01,39.95,57.58,40.00,35.79,37.11,28.87,25.51,39.00,53.47,1500,1500,1500,1500,2400,2400,2400,2650,93.00,5500,99.00,721,52,49.10,2099,3.797
46,0,0,24.79,36.75,49.47,36.73,32.99,30.11,28.57,26.47,37.76,53.47,1200,1200,1200,1200,2450,2450,2450,2850,91.00,6400,99.00,852,52,49.10,2044,3.796
57,0,0,24.78,41.85,50.54,37.23,38.83,36.36,34.65,28.71,44.55,63.64,1050,1050,1050,1050,2000,2000,2000,2200,91.80,6400,99.00,852,52,49.10,2044,3.796
54,0,0,24.77,36.51,46.81,31.52,27.08,29.35,29.17,23.96,43.00,58.16,1500,1500,1500,1500,2450,2450,2450,2850,94.90,5500,99.00,800,52,49.10,2044,3.796
47,1,1,90.77,40.77,49.45,44.33,42.86,41.24,23.47,19.80,41.24,68.37,2000,2000,2000,2000,2100,2100,2100,2300,91.90,5500,91.00,800,52,49.10,1955,3.803
58,0,0,24.80,55.17,66.67,60.22,59.57,60.22,32.00,23.96,55.56,82.52,2000,2000,2000,2000,1500,1500,1500,1700,87.90,5500,91.00,642,52,49.10,1955,3.803
61,0,0,24.78,52.34,61.00,48.42,48.45,47.00,36.63,26.80,61.22,88.00,1900,1900,1900,1900,2400,2400,2400,2650,92.30,6400,95.00,852,52,49.10,1955,3.803
57,0,0,24.79,43.11,54.55,41.00,37.25,38.54,34.34,30.00,47.00,63.37,1400,1400,1400,1400,2450,2450,2450,2750,90.80,5500,99.00,721,52,49.10,2055,3.804
67,0,0,16.55,47.23,57.29,45.45,38.30,35.87,38.38,30.53,54.90,73.74,1150,1150,1150,1150,2450,2450,2450,2850,94.20,5500,99.00,800,52,49.10,2055,3.804
50,0,0,25.20,41.83,55.21,38.04,37.11,42.71,32.99,30.69,43.30,56.12,1700,1700,1700,1700,2450,2450,2450,2650,94.40,6400,99.00,852,52,49.10,2055,3.804
64,0,0,24.77,48.77,56.99,44.90,40.00,38.46,41.58,34.34,56.57,74.75,1600,1600,1600,1600,2450,2450,2450,2550,93.40,5500,99.00,721,52,49.10,2099,3.796
57,0,0,41.26,39.64,43.82,30.85,29.90,29.29,29.90,25.77,46.08,79.41,1900,1900,1900,1900,2450,2450,2450,2650,95.20,5500,96.00,721,52,49.10,2099,3.796
58,0,0,24.78,49.17,56.99,43.88,41.67,39.58,42.16,38.24,56.31,75.76,2000,2000,2000,2000,2450,2450,2450,2850,94.50,5500,99.00,721,52,49.10,2099,3.796
57,0,0,24.88,44.34,54.26,40.43,39.18,34.78,36.08,35.58,48.98,66.00,1800,1800,1800,1800,2250,2250,2250,2650,91.50,5500,99.00,721,52,49.10,1996,3.796
55,1,1,90.76,47.70,57.89,50.00,46.94,46.46,27.00,22.68,51.55,78.35,2000,2000,2000,2000,2400,2400,2400,2650,91.10,5500,90.00,800,52,49.10,1996,3.796
43,0,0,33.03,38.03,54.00,43.01,37.23,45.26,19.59,9.57,41.00,52.94,1700,1700,1700,1700,2450,2450,2450,2850,91.20,6400,99.00,852,52,49.10,1996,3.796
37,0,0,41.25,29.46,41.05,31.68,22.11,26.53,19.35,15.63,33.98,44.00,2000,2000,2000,2000,2450,2450,2450,2850,91.50,5500,99.00,800,52,49.10,1992,3.796
48,0,0,33.01,34.44,40.22,28.13,25.51,26.26,30.30,24.49,42.57,56.31,1900,1900,1900,1900,1400,1400,1400,1600,91.40,6400,99.00,852,52,49.10,1992,3.812
61,0,0,41.26,50.45,53.61,40.00,33.33,36.08,44.33,40.40,66.00,88.89,1500,1500,1500,1500,1100,1100,1100,1300,90.90,6400,97.00,852,52,49.10,1992,3.812
65,0,0,24.75,49.67,51.61,34.07,33.00,31.58,46.81,37.89,66.67,93.75,2000,2000,2000,2000,1900,1900,1900,2200,88.60,5500,94.00,800,52,49.10,1851,3.812
43,0,0,33.01,40.69,51.09,37.63,35.79,40.00,35.71,32.00,38.00,56.44,1200,1200,1200,1200,2450,2450,2450,2750,90.20,6400,99.00,852,52,49.10,1851,3.812
43,0,0,49.51,40.67,53.76,41.84,37.11,37.50,30.21,26.04,38.00,60.40,1300,1300,1300,1300,2450,2450,2450,2850,93.60,5500,99.00,721,52,49.10,1851,3.793
43,0,0,57.72,35.24,46.00,34.00,31.68,27.08,30.77,25.49,36.27,50.00,2000,2000,2000,2000,2450,2450,2450,2850,91.50,6400,99.00,852,52,49.10,2088,3.793
43,0,0,49.51,33.21,43.30,28.42,19.79,27.84,27.27,22.77,34.34,62.00,1000,1000,1000,1000,2450,2450,2450,2750,91.60,6400,99.00,852,52,49.10,2088,3.793
51,0,0,66.20,41.26,50.00,39.58,32.65,36.08,29.79,27.72,47.47,64.58,1600,1600,1600,1600,2400,2400,2400,2650,95.00,5500,99.00,800,52,49.10,2088,3.793
47,1,1,99.04,56.48,58.51,67.68,59.57,58.24,36.56,32.58,48.39,89.80,2000,2000,2000,2000,2200,2200,2200,2400,96.30,5500,82.00,555,52,49.10,2159,3.788
51,0,0,33.01,80.92,93.00,92.00,91.09,96.08,61.39,60.19,70.59,83.84,2000,2000,2000,2000,1700,1700,1700,1900,92.90,5500,94.00,721,52,49.10,2159,3.788
53,0,0,24.78,51.27,62.89,56.00,45.83,51.02,38.54,36.27,50.52,67.33,1200,1200,1200,1200,2350,2350,2350,2750,91.60,5500,98.00,721,52,49.10,2159,3.788
59,0,0,41.24,44.73,55.32,36.56,34.74,35.42,34.74,34.00,54.08,72.16,1600,1600,1600,1600,2350,2350,2350,2650,91.90,5500,99.00,721,52,49.10,2348,3.78
56,1,0,74.26,46.30,58.16,44.33,40.63,41.41,34.74,34.34,48.04,68.37,2000,2000,2000,2000,2450,2450,2450,2650,93.10,5500,99.00,800,52,49.10,2348,3.78
71,1,0,66.02,44.44,50.00,40.43,29.03,33.00,36.63,30.61,56.31,78.00,1000,1000,1000,1000,2450,2450,2450,2750,95.40,5500,99.00,721,52,49.10,2348,3.78
57,0,0,41.25,40.41,42.70,46.24,30.30,35.05,33.00,28.00,46.53,63.64,1900,1900,1900,1900,2450,2450,2450,2850,95.60,5500,99.00,721,52,49.10,2096,3.788
57,1,0,66.03,39.58,47.37,29.67,30.93,27.08,28.42,25.77,45.92,78.13,1600,1600,1600,1600,2450,2450,2450,2650,95.60,5500,97.00,721,52,49.10,2096,3.788
59,0,0,24.78,44.49,50.52,36.84,26.32,28.28,39.80,40.82,54.55,79.21,1900,1900,1900,1900,2350,2350,2350,2850,95.30,5500,99.00,721,52,49.10,2096,3.788
50,0,0,24.78,39.62,50.53,40.40,39.39,37.11,25.74,16.33,46.53,61.00,2000,2000,2000,2000,2450,2450,2450,2650,94.80,5500,99.00,721,52,49.10,2036,3.788
63,0,0,49.49,55.43,65.31,60.64,58.06,62.89,25.26,26.53,61.86,82.65,2000,2000,2000,2000,1800,1800,1800,2000,92.80,5500,95.00,800,52,49.10,2036,3.8
49,0,0,33.01,43.09,55.21,52.08,52.00,46.88,18.18,9.90,49.50,63.21,1050,1050,1050,1050,2450,2450,2450,2850,91.30,6400,97.00,852,52,49.10,2036,3.8
37,0,0,66.02,28.35,40.21,27.84,21.05,23.76,20.83,17.35,29.29,41.58,1050,1050,1050,1050,2450,2450,2450,2850,91.50,6400,99.00,852,52,49.10,2033,3.8
57,0,0,66.00,40.34,47.78,35.79,32.99,32.99,33.68,29.90,50.51,62.24,2000,2000,2000,2000,2200,2200,2200,2400,90.80,6400,99.00,852,52,49.10,2033,3.8
50,0,0,24.77,35.90,52.83,31.63,29.29,36.27,29.41,19.79,36.27,48.48,2000,2000,2000,2000,2450,2450,2450,2750,90.80,5500,99.00,800,52,49.10,2033,3.797
56,0,0,57.78,36.09,46.32,38.10,27.84,27.27,32.04,23.76,41.58,54.00,1150,1150,1150,1150,2450,2450,2450,2850,91.80,6400,99.00,852,52,49.10,2010,3.797
54,0,0,24.82,33.89,42.55,32.29,25.51,25.77,28.13,22.68,38.38,51.49,1400,1400,1400,1400,2450,2450,2450,2850,90.20,6400,99.00,852,52,49.10,2010,3.797
46,0,0,66.01,32.15,45.36,31.25,31.31,29.59,24.49,18.56,32.32,45.10,1500,1500,1500,1500,2450,2450,2450,2750,92.90,6400,99.00,852,52,49.10,2010,3.797
57,1,0,74.28,37.24,47.87,31.52,29.90,37.76,29.03,23.47,41.58,55.67,1250,1250,1250,1250,2100,2100,2100,2300,89.90,6400,99.00,852,52,49.10,1929,3.797
53,2,1,83.13,36.68,49.46,40.21,39.00,36.73,21.65,15.00,39.00,52.48,1600,1600,1600,1600,2400,2400,2400,2650,91.90,6400,95.00,852,52,49.10,1929,3.797
78,0,0,16.55,48.94,62.63,57.14,59.41,57.00,20.20,12.62,53.00,71.29,1800,1800,1800,1800,1800,1800,1800,2000,88.90,6400,97.00,852,52,49.10,1929,3.797
62,0,0,24.80,30.42,37.50,23.33,21.74,23.16,28.72,22.34,36.46,49.47,1250,1250,1250,1250,2450,2450,2450,2750,92.30,6400,99.00,852,52,49.10,1947,3.806
75,0,0,66.01,43.60,45.74,31.96,25.77,29.29,45.10,37.00,59.80,73.74,1300,1300,1300,1300,1700,1700,1700,1900,89.80,6400,98.00,852,52,49.10,1947,3.806
57,0,0,24.77,32.46,40.22,27.96,24.21,22.34,30.53,24.47,41.00,48.45,1900,1900,1900,1900,2450,2450,2450,2850,89.90,6400,99.00,852,52,49.10,1947,3.806
62,1,0,66.63,32.36,42.39,32.67,25.25,26.53,28.00,21.65,34.34,48.00,1400,1400,1400,1400,2450,2450,2450,2850,90.80,6400,98.00,852,52,49.10,1984,3.806
53,0,0,24.76,29.63,40.21,24.47,23.47,22.92,27.84,26.00,29.00,43.00,1400,1400,1400,1400,2450,2450,2450,2850,90.60,6400,99.00,852,52,49.10,1984,3.791
51,0,0,66.00,27.75,37.63,30.61,21.65,19.59,23.47,19.00,29.00,40.59,1100,1100,1100,1100,2450,2450,2450,2750,90.20,6400,99.00,852,52,49.10,1984,3.791
43,0,0,57.75,29.40,39.36,33.33,19.35,24.00,24.00,19.00,28.57,47.52,1800,1800,1800,1800,2400,2400,2400,2650,91.30,6400,99.00,852,52,49.10,1951,3.791
54,1,0,74.26,36.55,48.42,32.29,29.17,25.00,32.04,19.15,42.42,60.40,1050,1050,1050,1050,2450,2450,2450,2850,93.00,5500,98.00,800,52,49.30,1951,3.792
53,0,0,24.76,42.00,53.26,46.88,39.13,38.71,30.39,20.00,48.42,59.79,1900,1900,1900,1900,2450,2450,2450,2650,91.00,6400,99.00,800,52,49.30,1951,3.792
56,0,0,24.77,45.47,57.58,41.49,47.06,42.86,33.00,27.72,49.00,66.34,1800,1800,1800,1800,2400,2400,2400,2400,95.10,5500,99.00,800,52,49.30,2096,3.792
63,0,0,24.76,50.00,52.75,39.58,31.87,36.36,44.12,35.42,64.71,91.00,1100,1100,1100,1100,1900,1900,1900,2100,91.70,6400,92.00,852,51,49.30,2096,3.78
60,0,0,57.76,42.64,52.13,36.46,33.66,29.47,36.73,34.29,51.52,70.71,1500,1500,1500,1500,2400,2400,2400,2550,92.50,5500,99.00,800,51,49.30,2096,3.78
63,0,0,57.77,44.98,52.22,42.42,32.26,32.97,37.37,33.00,54.08,74.74,1700,1700,1700,1700,2350,2350,2350,2650,94.60,5500,99.00,721,51,49.30,2166,3.78
64,1,0,66.02,44.27,53.19,38.14,34.34,37.50,36.00,31.31,53.92,69.07,1100,1100,1100,1100,2300,2300,2300,2850,94.10,5500,99.00,721,51,49.30,2166,3.78
50,1,0,74.25,33.25,37.21,29.59,23.71,22.92,33.33,22.68,41.41,58.59,1000,1000,1000,1000,2450,2450,2450,2850,92.80,5500,99.00,800,51,49.30,2166,3.789
61,1,1,82.51,39.02,46.81,36.27,24.74,25.77,35.00,29.70,48.48,64.00,1500,1500,1500,1500,2450,2450,2450,2850,91.40,6400,99.00,852,51,49.30,1984,3.789
65,0,0,24.76,40.20,47.87,36.00,29.90,29.29,33.33,25.51,46.53,73.20,950,950,950,950,1400,1400,1400,2750,93.40,6400,99.00,852,51,49.30,1984,3.789
50,0,0,33.01,45.06,53.41,54.64,44.21,43.88,32.29,28.87,43.75,59.00,2000,2000,2000,2000,2450,2450,2450,2750,96.60,6400,91.00,852,51,49.30,1984,3.789
43,0,0,33.00,40.66,54.26,50.00,37.23,43.00,27.72,20.00,42.00,52.04,1800,1800,1800,1800,2450,2450,2450,2850,91.80,6400,99.00,852,51,49.30,2144,3.784
47,0,0,41.26,48.45,64.21,59.38,57.29,56.84,23.16,11.11,50.52,65.05,2000,2000,2000,2000,2450,2450,2450,2750,92.40,5500,99.00,800,51,49.30,2144,3.784
50,0,0,49.51,44.88,61.39,55.32,56.44,51.04,17.82,10.00,47.92,60.40,1700,1700,1700,1700,2450,2450,2450,2850,91.80,6400,99.00,852,51,49.30,2144,3.784
45,0,0,33.01,36.87,48.39,40.40,39.60,37.76,19.15,18.63,41.18,50.00,1250,1250,1250,1250,2200,2200,2200,2400,92.20,5500,99.00,800,51,49.30,2081,3.807
45,0,0,24.79,39.21,52.63,41.30,37.23,37.63,27.47,25.77,38.78,53.68,1500,1500,1500,1500,2450,2450,2450,2750,95.70,6400,99.00,852,51,49.30,2081,3.807
45,0,0,33.00,34.86,44.09,30.85,31.18,24.18,28.13,23.71,39.39,56.00,950,950,950,950,2450,2450,2450,2650,91.90,6400,99.00,852,51,49.30,2081,3.807
48,0,0,33.00,36.84,48.98,36.00,29.47,32.67,28.28,22.68,39.00,55.45,1400,1400,1400,1400,2450,2450,2450,2850,92.40,5500,99.00,721,51,49.30,2081,3.807
50,0,0,41.24,32.94,45.83,24.72,20.21,24.74,29.29,19.15,42.00,53.68,1200,1200,1200,1200,2450,2450,2450,2750,91.60,6400,99.00,852,51,49.30,2081,3.794
38,0,0,74.29,29.46,39.13,27.84,20.21,25.77,22.68,17.53,31.00,52.00,1400,1400,1400,1400,2450,2450,2450,2850,92.20,6400,95.00,852,51,49.30,2081,3.794
51,0,0,49.53,38.40,45.83,30.61,29.00,26.32,33.33,26.47,42.86,73.74,1000,1000,1000,1000,2400,2400,2400,2550,94.00,5500,97.00,721,51,49.30,1884,3.794
62,0,0,25.55,45.29,50.56,45.74,36.17,37.23,30.11,26.04,57.14,80.61,2000,2000,2000,2000,2450,2450,2450,2850,92.30,5500,99.00,800,51,49.30,1884,3.794
57,0,0,49.51,45.22,55.91,53.61,50.53,57.29,18.81,7.07,53.00,65.35,1900,1900,1900,1900,2400,2400,2400,2650,93.30,5500,99.00,852,51,49.30,1884,3.799
68,0,0,66.00,51.46,60.20,47.92,50.51,50.00,30.61,23.71,62.00,86.00,1050,1050,1050,1050,2450,2450,2450,2650,91.80,5500,97.00,721,51,49.30,2059,3.799
44,0,0,33.01,32.52,37.78,42.00,22.11,21.51,27.00,23.76,36.08,48.98,1600,1600,1600,1600,2450,2450,2450,2850,91.20,6400,99.00,852,51,49.30,2059,3.799
38,0,0,41.27,28.30,39.39,28.71,24.24,22.45,21.43,19.42,28.57,41.84,950,950,950,950,2450,2450,2450,2850,90.80,5500,99.00,800,51,49.30,2059,3.789
52,0,0,33.02,36.34,43.62,31.25,29.70,23.40,31.31,27.45,44.55,60.00,1150,1150,1150,1150,1100,1100,1100,1300,91.10,5500,99.00,800,51,49.30,1973,3.789
64,0,0,33.03,49.47,51.04,36.36,37.36,36.46,47.37,41.94,60.64,81.63,2000,2000,2000,2000,2250,2250,2250,2850,95.20,5500,99.00,721,51,49.30,1973,3.789
69,1,1,82.54,43.59,47.37,30.21,26.00,25.77,42.31,35.85,57.00,84.16,1900,1900,1900,1900,2100,2100,2100,2300,92.60,5500,92.00,800,51,49.30,1973,3.78
69,0,0,16.63,50.19,58.33,42.86,43.43,40.21,38.14,37.62,60.61,80.21,1300,1300,1300,1300,2400,2400,2400,2450,93.90,5500,99.00,721,51,49.30,2040,3.78
65,0,0,24.76,42.01,50.00,36.84,33.33,29.90,35.64,30.39,51.00,69.39,1400,1400,1400,1400,2400,2400,2400,2650,94.60,5500,99.00,800,51,49.30,2040,3.78
48,0,0,66.01,36.91,48.96,39.58,35.71,35.79,24.21,17.53,41.67,52.13,1600,1600,1600,1600,2450,2450,2450,2850,92.00,6400,99.00,852,51,49.40,2040,3.78
42,0,0,33.01,40.28,55.91,45.92,40.82,47.47,21.00,17.48,39.80,56.86,2000,2000,2000,2000,2450,2450,2450,2650,91.80,5500,99.00,800,51,49.40,2047,3.788
44,0,0,24.89,33.29,44.90,32.00,21.88,24.00,29.41,21.21,35.64,54.90,1100,1100,1100,1100,2450,2450,2450,2750,94.70,5500,99.00,721,51,49.40,2047,3.788
49,0,0,66.02,38.39,47.96,33.33,23.96,25.51,34.91,27.72,42.16,74.74,1600,1600,1600,1600,2000,2000,2000,2200,92.80,5500,98.00,800,51,49.40,2047,3.788
60,0,0,24.75,45.41,46.88,38.38,28.13,30.53,37.11,32.65,57.43,86.27,900,900,900,900,1600,1600,1600,2850,95.40,5500,99.00,721,51,49.40,1951,3.791
64,1,0,41.26,43.26,53.13,41.41,32.98,33.33,37.37,30.53,50.00,68.37,1700,1700,1700,1700,2450,2450,2450,2850,92.10,6400,87.00,852,51,49.40,1951,3.791
80,0,0,33.00,35.09,45.65,31.58,27.84,22.68,27.37,27.72,41.00,57.43,1050,1050,1050,1050,2450,2450,2450,2850,90.10,6400,98.00,852,51,49.40,1951,3.791
59,0,0,24.80,33.84,43.62,34.31,23.47,25.51,28.87,24.00,37.62,51.46,1900,1900,1900,1900,2200,2200,2200,2400,91.10,6400,99.00,852,51,49.40,1947,3.794
71,1,0,57.76,38.31,47.96,34.02,26.60,21.74,33.68,28.72,50.51,61.62,1150,1150,1150,1150,2450,2450,2450,2850,90.50,6400,99.00,852,51,49.40,1947,3.794
56,0,0,24.79,31.23,38.46,31.31,18.75,25.51,29.59,27.88,36.00,45.26,1900,1900,1900,1900,2000,2000,2000,2200,91.20,6400,99.00,852,51,49.40,1947,3.794
59,0,0,24.78,29.50,40.66,25.26,19.35,25.00,26.53,21.21,28.87,47.06,1000,1000,1000,1000,2450,2450,2450,2850,91.30,6400,99.00,852,51,49.40,2014,3.794
50,0,0,24.80,29.28,44.23,26.04,23.47,23.47,26.04,24.24,26.26,38.14,1250,1250,1250,1250,2450,2450,2450,2850,91.00,6400,99.00,852,51,49.40,2014,3.788
